zone,param,timestamp,value
Mundka,NO2,2026-06-28 17:00:00,108.6
Mundka,NO2,2026-06-28 18:00:00,96.6
Mundka,NO2,2026-06-28 19:00:00,113.0
Mundka,NO2,2026-06-28 20:00:00,126.7
Mundka,NO2,2026-06-28 21:00:00,106.7
Mundka,NO2,2026-06-28 22:00:00,113.5
Mundka,NO2,2026-06-28 23:00:00,115.3
Mundka,NO2,2026-06-29 00:00:00,123.1
Mundka,NO2,2026-06-29 01:00:00,125.2
Mundka,NO2,2026-06-29 02:00:00,116.5
Mundka,NO2,2026-06-29 03:00:00,106.4
Mundka,NO2,2026-06-29 04:00:00,105.9
Mundka,NO2,2026-06-29 05:00:00,105.3
Mundka,NO2,2026-06-29 06:00:00,102.9
Mundka,NO2,2026-06-29 07:00:00,105.7
Mundka,NO2,2026-06-29 08:00:00,108.7
Mundka,NO2,2026-06-29 09:00:00,108.3
Mundka,NO2,2026-06-29 10:00:00,94.9
Mundka,NO2,2026-06-29 11:00:00,95.4
Mundka,NO2,2026-06-29 12:00:00,94.5
Mundka,NO2,2026-06-29 13:00:00,102.2
Mundka,NO2,2026-06-29 14:00:00,97.8
Mundka,NO2,2026-06-29 15:00:00,100.3
Mundka,NO2,2026-06-29 16:00:00,95.7
Mundka,NO2,2026-06-29 17:00:00,94.2
Mundka,NO2,2026-06-29 18:00:00,102.7
Mundka,NO2,2026-06-29 19:00:00,95.9
Mundka,NO2,2026-06-29 20:00:00,103.7
Mundka,NO2,2026-06-29 21:00:00,105.9
Mundka,NO2,2026-06-29 22:00:00,114.4
Mundka,NO2,2026-06-29 23:00:00,113.0
Mundka,NO2,2026-06-30 00:00:00,109.2
Mundka,NO2,2026-06-30 01:00:00,105.7
Mundka,NO2,2026-06-30 02:00:00,112.3
Mundka,NO2,2026-06-30 03:00:00,113.9
Mundka,NO2,2026-06-30 04:00:00,104.9
Mundka,NO2,2026-06-30 05:00:00,98.2
Mundka,NO2,2026-06-30 06:00:00,99.5
Mundka,NO2,2026-06-30 07:00:00,90.5
Mundka,NO2,2026-06-30 08:00:00,92.5
Mundka,NO2,2026-06-30 09:00:00,94.9
Mundka,NO2,2026-06-30 10:00:00,97.6
Mundka,NO2,2026-06-30 11:00:00,103.6
Mundka,NO2,2026-06-30 12:00:00,82.6
Mundka,NO2,2026-06-30 13:00:00,84.5
Mundka,NO2,2026-06-30 14:00:00,80.3
